Flight_Date,Airline_Code,Origin_Airport,Destination_Airport,Scheduled_Departure,Actual_Departure,Departure_Delay,Scheduled_Arrival,Actual_Arrival,Arrival_Delay,Cancelled,Cancellation_Reason
2025-02-21,FlyDubai,HND,DOH,1251,1244,-7,1100,1054,-6,0,
2025-08-14,Etihad,SIN,SYD,0711,0745,34,0547,0650,63,0,
2024-12-27,Qatar Airways,DEL,LAX,2108,2048,-20,1451,1423,-28,0,
2025-07-19,Lufthansa,BKK,HND,2219,2337,78,2010,2140,90,0,
2024-12-08,British Airways,SYD,FRA,0026,0144,78,1149,1322,93,0,
2024-12-01,Lufthansa,ICN,SFO,2220,2352,92,0542,0715,93,0,
2025-04-16,Air India,DFW,FRA,0033,0224,111,1034,1226,112,0,
2025-06-12,FlyDubai,SYD,FRA,1914,2025,71,0252,0404,72,0,
2025-06-12,Singapore Airlines,SIN,SYD,1522,1618,56,1134,1250,76,0,
2024-11-17,American Airlines,DFW,LAX,1352,1512,80,2157,2317,80,0,
2025-06-06,Delta,PEK,DOH,0619,0814,115,0731,0931,120,0,
2024-09-30,British Airways,AUH,LHR,0228,0231,3,0120,0130,10,0,
2025-07-02,Air India,DEL,JFK,0301,0335,34,0329,0400,31,0,
2025-07-05,American Airlines,DOH,LAX,2251,0021,90,0319,0450,91,0,
2025-01-05,Air India,BKK,DXB,2224,2301,37,0530,0633,63,0,
2025-01-14,Qatar Airways,DFW,BKK,0033,0130,57,0918,1037,79,0,
2025-07-05,Lufthansa,CDG,SYD,0120,0119,-1,0322,0335,13,0,
2025-04-09,Air India,JFK,DEL,1709,1835,86,1138,1315,97,0,
2025-03-22,British Airways,LAX,ORD,2053,2220,87,1526,1704,98,0,
2025-08-17,Qatar Airways,BKK,CDG,0311,0405,54,0622,0708,46,0,
2024-10-01,FlyDubai,KWI,SIN,1058,1044,-14,1833,1826,-7,0,
2025-07-18,Air India,LAX,DEL,1915,2014,59,1946,2036,50,0,
2025-01-07,Emirates,DFW,SYD,0521,0609,48,0920,1007,47,0,
2025-01-12,Air India,SFO,SYD,1851,1943,52,1807,1853,46,0,
2024-10-26,Qatar Airways,HND,KWI,1536,1613,37,0750,0822,32,0,
2025-02-19,FlyDubai,SYD,FRA,1245,1423,98,1951,2156,125,0,
2025-06-26,American Airlines,DFW,DEL,0823,1019,116,0042,0255,133,0,
2025-06-04,Delta,HND,DEL,0132,0123,-9,0716,0706,-10,0,
2024-09-28,FlyDubai,LHR,ORD,0418,0431,13,0713,0718,5,0,
2025-07-17,Singapore Airlines,SYD,DXB,1730,1923,113,1333,1552,139,0,
2024-09-07,American Airlines,DOH,ICN,1016,1017,1,0728,0733,5,0,
2025-07-11,British Airways,DFW,ICN,1254,1409,75,1020,1145,85,0,
2025-04-06,Air India,DFW,FRA,0757,0913,76,1231,1414,103,1,Air Traffic
2025-05-12,FlyDubai,BOM,DXB,2143,2137,-6,1720,1710,-10,0,
2025-01-10,American Airlines,FRA,HND,0011,0121,70,0628,0745,77,0,
2025-08-05,American Airlines,JFK,BKK,2254,2319,25,0548,0639,51,0,
2025-08-15,FlyDubai,KWI,LAX,1027,1041,14,0232,0301,29,0,
2025-08-21,Emirates,PEK,CDG,1214,1349,95,1330,1456,86,0,
2025-06-25,Lufthansa,SYD,KWI,0445,0553,68,1553,1714,81,0,
2025-04-25,Delta,PEK,KWI,1135,1155,20,0052,0109,17,0,
2024-09-01,Emirates,DEL,AUH,0636,0617,-19,0950,0955,5,0,
2025-05-29,Air India,DEL,SYD,1142,1303,81,2154,2319,85,0,
2024-10-30,Etihad,BKK,ICN,1901,1909,8,1117,1137,20,0,
2024-11-29,Air India,DXB,DOH,0806,0947,101,1455,1651,116,0,
2025-04-12,Lufthansa,DXB,PEK,0724,0730,6,0017,0032,15,0,
2025-03-02,Air India,CDG,KWI,1618,1750,92,2037,2219,102,0,
2025-06-03,Singapore Airlines,JFK,SIN,1653,1821,88,1033,1208,95,0,
2024-09-18,Air India,SIN,LAX,2217,2334,77,0516,0628,72,0,
2025-01-14,Lufthansa,PEK,BOM,0557,0702,65,0448,0603,75,0,
2025-04-05,Qatar Airways,BKK,ICN,0407,0409,2,0746,0811,25,0,
2024-09-20,Delta,BKK,ICN,0103,0056,-7,0050,0106,16,0,
2025-07-19,FlyDubai,SFO,AUH,0806,0806,0,0355,0415,20,0,
2025-03-16,American Airlines,ORD,BKK,0933,0956,23,1144,1233,49,0,
2025-03-14,American Airlines,DOH,LHR,0504,0534,30,0401,0429,28,0,
2025-06-11,British Airways,JFK,PEK,1313,1318,5,1442,1505,23,0,
2024-09-06,Delta,KWI,DFW,1220,1408,108,1140,1352,132,0,
2025-06-15,Air India,SIN,DXB,1632,1646,14,0032,0043,11,0,
2024-09-19,American Airlines,LAX,FRA,1747,1808,21,0546,0600,14,0,
2025-05-29,British Airways,DEL,ORD,0132,0232,60,2001,2127,86,0,
2025-08-19,British Airways,BOM,HND,1610,1718,68,0726,0834,68,0,
2024-11-25,Singapore Airlines,BOM,AUH,0825,0904,39,2047,2143,56,0,
2025-07-14,Delta,JFK,DOH,1343,1502,79,0940,1056,76,1,Weather
2025-02-15,Delta,BKK,DOH,0332,0404,32,2051,2118,27,0,
2025-07-08,FlyDubai,DEL,DXB,2009,2125,76,1837,2001,84,0,
2024-12-23,Delta,DXB,PEK,1314,1402,48,1729,1807,38,0,
2024-12-24,Air India,DEL,LAX,1002,1048,46,1716,1820,64,0,
2024-11-02,American Airlines,FRA,BOM,1326,1440,74,0107,0238,91,0,
2025-03-08,Singapore Airlines,SYD,SIN,1144,1204,20,1039,1127,48,0,
2025-06-30,FlyDubai,FRA,SFO,1023,1056,33,1908,1953,45,0,
2024-09-17,FlyDubai,KWI,JFK,0043,0118,35,1802,1906,64,0,
2025-04-11,Qatar Airways,LAX,LHR,2236,2309,33,1702,1800,58,0,
2024-10-22,Qatar Airways,HND,ICN,0135,0306,91,1707,1858,111,0,
2024-11-29,Air India,SFO,LAX,1912,2008,56,1737,1858,81,0,
2025-03-03,Air India,SIN,LAX,1233,1406,93,1218,1353,95,0,
2025-03-12,Air India,SFO,LAX,1515,1616,61,1322,1437,75,0,
2025-08-21,Emirates,DXB,SYD,1454,1635,101,1223,1421,118,1,Weather
2024-08-29,Delta,HND,ICN,0349,0533,104,0116,0306,110,0,
2025-03-18,FlyDubai,PEK,BOM,0718,0844,86,0741,0930,109,0,
2024-12-24,Emirates,HND,ICN,1254,1349,55,0916,1038,82,0,
2024-09-15,British Airways,ICN,AUH,1309,1335,26,1939,2002,23,0,
2025-05-25,British Airways,DOH,DXB,1937,2007,30,1419,1449,30,0,
2025-06-17,Delta,PEK,CDG,1704,1721,17,1720,1755,35,0,
2024-11-05,Qatar Airways,JFK,HND,0928,0928,0,0204,0156,-8,0,
2024-09-03,Etihad,DOH,SFO,0221,0309,48,2241,2326,45,0,
2025-01-01,Emirates,FRA,HND,0613,0738,85,2255,0043,108,0,
2024-10-11,Air India,PEK,DFW,0728,0850,82,1409,1523,74,0,
2024-12-03,FlyDubai,AUH,DEL,0031,0044,13,1157,1219,22,0,
2024-10-18,Delta,FRA,DOH,0503,0547,44,1824,1924,60,0,
2025-01-10,Air India,DOH,BOM,1006,0957,-9,2126,2122,-4,0,
2025-03-25,Air India,AUH,LAX,0138,0326,108,1203,1402,119,0,
2025-06-01,Air India,SIN,DFW,1902,2100,118,0303,0528,145,0,
2024-10-18,Lufthansa,BKK,CDG,0916,0949,33,0541,0614,33,0,
2025-04-23,Etihad,BOM,DEL,1610,1606,-4,1946,1952,6,0,
2025-04-02,Lufthansa,FRA,BKK,1642,1738,56,0706,0822,76,0,
2025-07-06,Etihad,SFO,LHR,0630,0708,38,1912,1953,41,0,
2024-12-24,Air India,ICN,FRA,1940,2104,84,1608,1744,96,0,
2025-03-04,Air India,DOH,PEK,0455,0532,37,0247,0332,45,0,
2025-06-14,Air India,DFW,CDG,0835,0816,-19,1437,1430,-7,0,
2025-02-01,Lufthansa,SYD,BOM,1229,1410,101,1521,1704,103,0,
2025-06-26,Lufthansa,FRA,BKK,1813,1841,28,1231,1306,35,0,
2024-09-11,Singapore Airlines,HND,DFW,1904,1901,-3,0155,0152,-3,0,
2025-01-21,Singapore Airlines,AUH,SFO,1905,2009,64,2028,2150,82,0,
2025-02-03,Etihad,PEK,FRA,1944,1925,-19,2028,2012,-16,0,
2025-06-01,British Airways,KWI,CDG,1713,1857,104,0332,0511,99,0,
2024-12-15,Qatar Airways,BKK,JFK,0628,0824,116,1126,1313,107,0,
2024-10-27,Delta,BKK,ORD,1654,1652,-2,1813,1823,10,0,
2024-09-19,Singapore Airlines,KWI,DOH,0749,0928,99,2126,2331,125,0,
2024-11-24,Lufthansa,BOM,DXB,1952,2020,28,0416,0501,45,0,
2024-10-19,Singapore Airlines,LHR,DOH,0224,0301,37,2227,2320,53,0,
2025-02-13,British Airways,SYD,DFW,1229,1326,57,0052,0141,49,0,
2025-06-11,Air India,DFW,ORD,0333,0427,54,1036,1130,54,0,
2025-03-25,British Airways,PEK,BKK,0448,0500,12,1521,1537,16,0,
2024-09-21,Lufthansa,KWI,SYD,1204,1304,60,2009,2135,86,0,
2024-10-09,Air India,LAX,BKK,1450,1541,51,0353,0447,54,0,
2025-04-10,Delta,DXB,HND,0011,0203,112,1102,1319,137,0,
2025-03-12,Lufthansa,ORD,DOH,0521,0543,22,1205,1233,28,0,
2024-10-02,FlyDubai,JFK,DXB,1600,1605,5,1205,1226,21,0,
2025-06-13,FlyDubai,FRA,LHR,1149,1204,15,1233,1239,6,0,
2025-03-07,Lufthansa,HND,AUH,2138,2213,35,1951,2030,39,0,
2025-05-10,British Airways,BKK,SFO,2227,2346,79,0327,0506,99,0,
2025-03-13,FlyDubai,SFO,ORD,0539,0736,117,1418,1635,137,0,
2025-02-27,American Airlines,DXB,AUH,0812,0816,4,1318,1337,19,0,
2024-12-19,Qatar Airways,ICN,LAX,1437,1536,59,1301,1354,53,0,
2025-05-05,Qatar Airways,LAX,SIN,0115,0259,104,1719,1919,120,0,
2024-12-20,British Airways,FRA,ICN,0855,0957,62,2232,2324,52,0,
2024-11-05,Emirates,AUH,SIN,2035,2118,43,0013,0049,36,0,
2025-01-21,Air India,JFK,ORD,1207,1321,74,1456,1603,67,0,
2024-11-19,Etihad,AUH,KWI,1312,1421,69,0312,0431,79,0,
2025-01-25,FlyDubai,JFK,SYD,1924,2117,113,0214,0412,118,0,
2025-07-09,Emirates,DEL,BKK,0417,0504,47,1625,1718,53,0,
2024-10-02,American Airlines,DXB,PEK,0147,0152,5,0622,0650,28,0,
2025-01-30,Air India,CDG,SYD,2151,2223,32,0811,0910,59,0,
2025-01-10,Singapore Airlines,HND,JFK,1626,1713,47,0723,0825,62,0,
2025-03-13,Air India,SYD,SIN,0031,0153,82,0549,0702,73,0,
2025-01-19,American Airlines,DEL,LAX,0020,0211,111,0915,1102,107,0,
2024-12-20,Emirates,JFK,SFO,0818,0845,27,0642,0737,55,0,
2024-10-22,Air India,DEL,PEK,0503,0511,8,1412,1434,22,0,
2025-07-07,Lufthansa,DFW,HND,0942,1050,68,1448,1553,65,0,
2025-05-11,British Airways,SYD,PEK,1240,1236,-4,0113,0131,18,0,
2025-04-13,American Airlines,DFW,PEK,1444,1526,42,1930,2005,35,0,
2025-05-22,Delta,DFW,DEL,0903,1009,66,1356,1518,82,0,
2025-05-07,Qatar Airways,DFW,DOH,1651,1806,75,0254,0423,89,0,
2025-08-02,Delta,LAX,JFK,1431,1604,93,1856,2047,111,0,
2025-02-24,Etihad,DOH,CDG,1741,1843,62,0538,0657,79,0,
2024-10-25,American Airlines,ORD,CDG,1124,1143,19,1426,1445,19,0,
2024-09-24,Singapore Airlines,BKK,DXB,1355,1444,49,0318,0405,47,0,
2024-12-13,British Airways,ORD,JFK,0249,0421,92,0606,0758,112,0,
2025-08-23,British Airways,DFW,JFK,0124,0238,74,0219,0344,85,0,
2025-06-19,British Airways,BOM,HND,0956,1145,109,0741,0950,129,0,
2025-03-25,Air India,JFK,SYD,1331,1445,74,1520,1644,84,0,
2024-11-09,Emirates,DEL,CDG,0134,0244,70,2151,2326,95,0,
2025-07-17,Lufthansa,ORD,HND,0717,0749,32,0936,1015,39,0,
2025-04-28,Qatar Airways,HND,CDG,1800,1811,11,1139,1215,36,0,
2025-06-24,Qatar Airways,CDG,JFK,2010,2130,80,2248,2358,70,0,
2024-12-16,British Airways,JFK,BKK,0657,0737,40,0024,0129,65,0,
2025-05-07,British Airways,DXB,SFO,0619,0723,64,2015,2118,63,0,
2024-09-16,FlyDubai,DXB,KWI,1745,1845,60,1238,1350,72,0,
2025-06-07,British Airways,ICN,LAX,0857,0946,49,1941,2032,51,0,
2024-09-12,Emirates,JFK,SYD,2149,2218,29,2120,2157,37,0,
2024-10-03,Delta,SFO,JFK,1043,1242,119,1857,2119,142,0,
2024-12-15,Etihad,LHR,HND,0039,0025,-14,2131,2135,4,0,
2025-06-28,Delta,AUH,KWI,0954,1116,82,0846,1016,90,0,
2025-03-26,Qatar Airways,AUH,LHR,1855,1950,55,1921,2031,70,0,
2025-03-29,American Airlines,SFO,LHR,1302,1407,65,0137,0240,63,0,
2025-06-11,Lufthansa,DOH,FRA,1915,2045,90,0941,1117,96,0,
2024-11-22,Emirates,JFK,DEL,1001,1020,19,0826,0851,25,0,
2025-03-01,Singapore Airlines,FRA,CDG,0203,0351,108,0238,0433,115,0,
2025-07-12,Lufthansa,PEK,DEL,0436,0618,102,1834,2028,114,0,
2025-03-22,Singapore Airlines,BKK,BOM,1046,1115,29,2112,2149,37,0,
2025-04-05,Lufthansa,DFW,SFO,1014,1018,4,0438,0442,4,0,
2025-07-22,Lufthansa,AUH,LHR,0231,0426,115,1717,1923,126,0,
2025-03-21,American Airlines,SFO,DFW,1731,1840,69,1620,1729,69,0,
2025-06-17,British Airways,SIN,CDG,1723,1725,2,1922,1922,0,0,
2024-10-20,FlyDubai,DOH,PEK,1311,1318,7,0355,0421,26,0,
2025-01-26,Emirates,BKK,DFW,1441,1538,57,0249,0352,63,1,Weather
2024-09-01,Singapore Airlines,BOM,DXB,0826,1001,95,1905,2056,111,0,
2024-11-23,Delta,LAX,SIN,1209,1406,117,1021,1222,121,0,
2025-07-26,Emirates,JFK,CDG,1658,1819,81,1456,1616,80,0,
2024-08-30,Lufthansa,DEL,BKK,0505,0600,55,1916,2009,53,0,
2025-08-26,FlyDubai,DFW,BKK,0343,0425,42,0641,0747,66,0,
2024-09-02,Lufthansa,HND,FRA,2018,2044,26,0731,0808,37,0,
2025-01-31,Etihad,SYD,DEL,1121,1235,74,0756,0939,103,0,
2024-09-20,Lufthansa,FRA,KWI,0155,0225,30,2039,2122,43,0,
2025-03-24,British Airways,FRA,SIN,2009,2027,18,1315,1345,30,0,
2024-11-07,Etihad,LHR,KWI,1309,1300,-9,1634,1617,-17,0,
2024-11-04,Singapore Airlines,SYD,CDG,0026,0010,-16,2011,1954,-17,0,
2025-01-29,Qatar Airways,DXB,BKK,1627,1739,72,2112,2251,99,0,
2024-12-30,Air India,BKK,AUH,1840,1857,17,1649,1702,13,0,
2025-01-01,British Airways,KWI,CDG,2107,2145,38,1200,1300,60,0,
2025-08-13,Lufthansa,DFW,SFO,2035,2229,114,0136,0322,106,0,
2025-07-04,Etihad,HND,ICN,1407,1515,68,1723,1842,79,0,
2025-06-19,Air India,PEK,DOH,0832,0814,-18,1301,1307,6,0,
2025-08-02,FlyDubai,SYD,ORD,0642,0726,44,0627,0718,51,0,
2025-02-21,Emirates,CDG,DXB,0751,0830,39,0843,0920,37,0,
2024-12-14,American Airlines,LAX,ICN,2105,2232,87,0250,0438,108,0,
2025-02-12,British Airways,CDG,DXB,0609,0723,74,0455,0609,74,0,
2025-05-13,American Airlines,HND,LAX,0206,0244,38,0732,0808,36,0,
2025-03-11,FlyDubai,HND,ICN,2235,2305,30,1526,1556,30,0,
2025-07-06,Air India,DEL,PEK,0733,0822,49,0139,0234,55,0,
2025-02-23,Lufthansa,CDG,DOH,1020,1139,79,0720,0852,92,0,
2025-03-26,Qatar Airways,DOH,CDG,0514,0654,100,0410,0602,112,0,
2025-05-29,Lufthansa,SFO,DEL,0149,0148,-1,1242,1301,19,0,
2024-12-20,FlyDubai,ICN,ORD,1120,1140,20,1842,1907,25,0,
2025-06-22,Air India,DOH,SYD,0556,0616,20,1557,1610,13,0,
2025-05-14,Delta,DXB,BKK,0633,0715,42,0110,0220,70,0,
2025-06-17,Etihad,LHR,DOH,1513,1553,40,1937,2031,54,0,
2025-04-02,FlyDubai,ORD,BOM,0351,0407,16,0623,0632,9,0,
2025-05-01,Singapore Airlines,BKK,LHR,1055,1105,10,2156,2213,17,0,
2025-04-03,Delta,AUH,KWI,0656,0820,84,1745,1900,75,0,
2024-10-02,Qatar Airways,LHR,DXB,1841,1841,0,0516,0543,27,0,
2025-03-24,FlyDubai,ORD,SFO,0757,0824,27,0800,0842,42,0,
2025-02-17,Singapore Airlines,HND,ORD,2013,2026,13,0813,0825,12,0,
2025-02-21,Lufthansa,DFW,PEK,1222,1204,-18,1420,1426,6,0,
2025-01-16,Lufthansa,CDG,JFK,0903,1055,112,1501,1717,136,0,
2025-01-25,Lufthansa,FRA,DXB,1050,1102,12,1537,1552,15,0,
2025-05-08,Emirates,HND,DEL,2230,0012,102,0530,0702,92,0,
2024-11-17,Lufthansa,FRA,DXB,1943,1946,3,0126,0157,31,0,
2025-03-05,Air India,HND,BKK,0958,1050,52,1925,2019,54,0,
2024-09-11,American Airlines,KWI,BOM,1826,1958,92,1949,2133,104,0,
2025-01-20,Etihad,BKK,LHR,0650,0801,71,0814,0953,99,0,
2024-10-24,Etihad,PEK,BOM,1128,1316,108,0411,0608,117,0,
2024-10-19,Etihad,LAX,ICN,1429,1615,106,2216,0017,121,0,
2024-10-10,Singapore Airlines,DFW,KWI,0404,0543,99,1312,1504,112,0,
2025-03-28,British Airways,PEK,DXB,0809,0910,61,0609,0729,80,0,
2024-09-09,Emirates,BOM,LHR,1841,1940,59,0853,0944,51,0,
2025-03-29,FlyDubai,DEL,ORD,1509,1615,66,1752,1914,82,0,
2025-03-07,British Airways,BKK,KWI,1628,1827,119,1152,1355,123,0,
2024-12-15,Delta,KWI,JFK,1652,1753,61,0929,1056,87,0,
2025-07-19,British Airways,DEL,ORD,2139,2129,-10,0947,1005,18,0,
2024-10-28,Singapore Airlines,JFK,ORD,1524,1645,81,1711,1834,83,0,
2024-09-11,Air India,BKK,BOM,1445,1639,114,0441,0632,111,0,
2025-03-02,American Airlines,AUH,FRA,1828,1955,87,0929,1114,105,0,
2024-11-22,Lufthansa,CDG,LHR,0614,0725,71,0347,0521,94,0,
2025-02-12,Qatar Airways,BKK,DEL,1831,1851,20,1127,1210,43,0,
2025-06-24,Air India,JFK,BKK,0154,0250,56,1826,1922,56,0,
2025-05-29,FlyDubai,HND,DXB,1817,2005,108,0321,0511,110,0,
2025-01-25,Etihad,SIN,DFW,1505,1636,91,0629,0826,117,0,
2024-10-28,Delta,PEK,KWI,1357,1352,-5,0240,0228,-12,0,
2025-03-11,Emirates,BKK,SIN,2241,2336,55,0634,0734,60,0,
2025-06-07,FlyDubai,ICN,DXB,0750,0906,76,0555,0705,70,0,
2024-10-31,British Airways,SYD,HND,1630,1811,101,0307,0439,92,0,
2024-11-29,Etihad,DFW,LAX,0212,0252,40,0423,0500,37,0,
2025-04-21,Air India,BOM,ICN,0132,0141,9,1226,1225,-1,0,
2025-03-22,Qatar Airways,DFW,SFO,0512,0652,100,0228,0430,122,0,
2025-07-11,Air India,BOM,AUH,1219,1343,84,0532,0658,86,0,
2025-07-21,Delta,FRA,BOM,0647,0707,20,0156,0242,46,0,
2025-07-24,Etihad,BOM,KWI,1051,1124,33,1309,1407,58,0,
2025-02-17,FlyDubai,PEK,SYD,2002,2134,92,0907,1058,111,0,
2025-03-05,Etihad,LAX,ORD,1837,2029,112,0436,0657,141,0,
2024-10-26,Lufthansa,LHR,PEK,1840,1951,71,0050,0152,62,0,
2025-04-30,Emirates,HND,DXB,0623,0811,108,0817,1034,137,0,
2025-08-26,Lufthansa,BKK,DOH,0920,0937,17,1500,1531,31,0,
2025-02-27,Singapore Airlines,SIN,SFO,0357,0407,10,1842,1920,38,0,
2025-07-22,American Airlines,CDG,BKK,0801,0829,28,0220,0255,35,0,
2025-07-30,Delta,SFO,KWI,0110,0232,82,0843,1007,84,0,
2024-10-20,British Airways,FRA,BOM,1141,1126,-15,1209,1203,-6,0,
2024-12-02,FlyDubai,ICN,PEK,0636,0717,41,1326,1403,37,0,
2025-04-14,Delta,SIN,DOH,0404,0405,1,1229,1243,14,0,
2025-08-03,Lufthansa,BOM,PEK,1715,1907,112,0009,0205,116,0,
2025-03-17,Singapore Airlines,DXB,CDG,2051,2051,0,1637,1636,-1,0,
2025-05-29,Etihad,DOH,BOM,1121,1216,55,1445,1540,55,0,
2025-02-14,Air India,PEK,BKK,1118,1230,72,1206,1321,75,0,
2025-05-21,Etihad,SYD,CDG,2044,2122,38,0913,0953,40,0,
2024-09-26,British Airways,PEK,CDG,2138,2309,91,0732,0854,82,0,
2025-07-27,FlyDubai,LAX,DEL,0457,0528,31,1909,1932,23,0,
2024-10-12,FlyDubai,SFO,HND,1517,1549,32,2124,2158,34,0,
2024-11-28,Singapore Airlines,ORD,CDG,1443,1535,52,1624,1718,54,0,
2024-10-12,Qatar Airways,JFK,CDG,1958,2116,78,0349,0500,71,0,
2024-11-22,Air India,AUH,CDG,0844,1020,96,0044,0222,98,0,
2025-04-09,Qatar Airways,CDG,SIN,1153,1255,62,0157,0307,70,0,
2024-12-29,Qatar Airways,ORD,ICN,0811,0958,107,1255,1508,133,0,
2024-11-12,British Airways,PEK,FRA,2032,2205,93,0311,0510,119,0,
2025-01-03,FlyDubai,BOM,DOH,1037,1219,102,2226,0013,107,0,
2024-09-16,Qatar Airways,BOM,PEK,1905,1847,-18,1537,1520,-17,0,
2025-01-11,Delta,JFK,BOM,0334,0526,112,0313,0534,141,0,
2024-10-02,FlyDubai,SFO,LHR,2058,2124,26,0943,1024,41,1,Weather
2025-03-01,American Airlines,SYD,ICN,1352,1529,97,0240,0443,123,0,
2024-11-11,Lufthansa,JFK,DXB,0141,0303,82,0803,0951,108,0,
2025-01-12,American Airlines,SIN,LAX,1958,2150,112,0237,0433,116,0,
2025-03-11,FlyDubai,BKK,PEK,1033,1048,15,2203,2241,38,0,
2024-10-26,Air India,BOM,SYD,1417,1446,29,1649,1720,31,0,
2025-08-05,FlyDubai,DXB,KWI,1149,1150,1,0823,0848,25,0,
2024-11-20,Lufthansa,DFW,KWI,0124,0130,6,1747,1821,34,0,
2025-01-30,American Airlines,SFO,LAX,0038,0053,15,0400,0418,18,0,
2024-10-12,Singapore Airlines,SIN,KWI,0240,0320,40,1454,1537,43,0,
2024-08-31,Etihad,DOH,ORD,0439,0527,48,1608,1715,67,0,
2024-10-24,American Airlines,AUH,PEK,1403,1547,104,1437,1619,102,0,
2025-02-07,Qatar Airways,SYD,LAX,0325,0430,65,0215,0347,92,0,
2025-06-16,Air India,LHR,ICN,0154,0214,20,0912,0956,44,1,Security
2024-11-13,Air India,ICN,BKK,2030,2108,38,1234,1326,52,0,
2025-01-17,American Airlines,SIN,SFO,1750,1936,106,0013,0216,123,0,
2024-08-29,Etihad,PEK,FRA,1817,1930,73,0516,0652,96,0,
2024-10-19,FlyDubai,DXB,BKK,1855,1944,49,0431,0532,61,0,
2025-05-24,Singapore Airlines,JFK,DXB,1957,2155,118,2258,0057,119,0,
2025-02-16,British Airways,JFK,ICN,0931,1013,42,0516,0549,33,0,
2025-06-25,British Airways,LHR,SIN,0741,0814,33,2149,2240,51,0,
2024-09-06,FlyDubai,DFW,HND,1649,1732,43,0301,0400,59,0,
2025-03-30,Lufthansa,LAX,SFO,1751,1901,70,1631,1753,82,0,
2025-04-20,Emirates,DXB,LAX,1746,1822,36,0232,0321,49,0,
2025-06-02,Qatar Airways,AUH,DEL,1345,1405,20,1850,1932,42,0,
2025-05-01,FlyDubai,JFK,LHR,1621,1719,58,0706,0832,86,0,
2025-05-01,Qatar Airways,SFO,FRA,1609,1733,84,2237,0003,86,0,
2025-03-03,American Airlines,CDG,ICN,1519,1709,110,2230,0017,107,0,
2024-10-02,Emirates,ORD,SFO,2024,2222,118,0653,0912,139,0,
2025-05-24,Lufthansa,AUH,JFK,1417,1518,61,1220,1344,84,0,
2024-10-31,Singapore Airlines,SFO,HND,2140,2250,70,1507,1614,67,0,
2024-09-02,Singapore Airlines,ICN,DEL,1223,1311,48,0926,1030,64,0,
2025-03-08,Qatar Airways,ICN,KWI,0655,0830,95,1841,2035,114,0,
2025-03-18,American Airlines,JFK,DEL,1644,1703,19,1404,1423,19,0,
2024-11-09,Lufthansa,DXB,FRA,0310,0401,51,1038,1125,47,0,
2025-03-07,Singapore Airlines,FRA,LAX,1418,1551,93,0800,0937,97,0,
2025-07-25,Qatar Airways,LAX,DXB,1931,2128,117,1722,1919,117,0,
2025-08-23,American Airlines,SYD,LAX,0151,0223,32,2035,2123,48,0,
2025-08-05,FlyDubai,CDG,JFK,2128,2226,58,2051,2217,86,0,
2025-07-11,Singapore Airlines,AUH,BKK,0542,0646,64,0754,0905,71,0,
2025-01-12,British Airways,DOH,BOM,2217,2244,27,1125,1144,19,0,
2024-11-05,Qatar Airways,SYD,LHR,0633,0712,39,1007,1109,62,0,
2025-01-08,Delta,HND,PEK,1100,1126,26,1304,1329,25,0,
2024-12-09,Qatar Airways,DEL,DFW,0239,0435,116,2013,2203,110,0,
2025-06-04,Delta,FRA,DOH,1211,1313,62,0525,0652,87,0,
2024-12-24,FlyDubai,SIN,DXB,1318,1400,42,2008,2114,66,0,
2024-10-08,Etihad,ORD,DEL,0858,0912,14,1750,1810,20,0,
2025-08-27,Air India,SFO,DXB,0456,0628,92,0347,0523,96,0,
2025-07-11,Air India,SFO,PEK,0034,0208,94,0516,0656,100,0,
2024-12-10,Delta,HND,DXB,0332,0416,44,0441,0539,58,0,
2025-03-11,American Airlines,DFW,LHR,0837,0950,73,1333,1442,69,0,
2025-05-20,Singapore Airlines,SIN,AUH,1244,1352,68,1432,1547,75,0,
2025-02-25,Qatar Airways,KWI,HND,1821,1852,31,1254,1347,53,0,
2025-01-01,Emirates,ORD,DEL,0119,0307,108,0141,0347,126,0,
2024-11-09,Etihad,SFO,AUH,1355,1337,-18,1025,0959,-26,0,
2025-01-04,Air India,DEL,AUH,0349,0534,105,2016,2155,99,0,
2025-05-05,Qatar Airways,HND,KWI,0543,0704,81,1132,1246,74,0,
2025-02-27,British Airways,KWI,FRA,0825,0820,-5,0840,0845,5,0,
2025-04-13,Qatar Airways,LHR,DXB,0450,0512,22,2238,2259,21,1,Security
2025-01-04,Air India,AUH,HND,0701,0810,69,0524,0646,82,0,
2025-04-02,Qatar Airways,BKK,LAX,1828,1926,58,0658,0754,56,0,
2025-05-08,Singapore Airlines,LAX,ORD,1638,1637,-1,1418,1440,22,0,
2024-12-22,Etihad,ORD,PEK,2255,0052,117,2105,2253,108,0,
2025-04-08,Qatar Airways,JFK,SIN,0720,0848,88,0840,1031,111,0,
2024-10-20,Etihad,SFO,LHR,1806,1942,96,0705,0842,97,0,
2024-11-24,Etihad,ICN,KWI,0806,0842,36,0139,0239,60,0,
2025-03-26,Air India,JFK,PEK,0804,1002,118,2204,0012,128,0,
2025-03-08,Lufthansa,DFW,HND,2027,2209,102,0134,0328,114,0,
2024-12-18,Air India,ICN,SIN,1629,1754,85,1832,2019,107,0,
2024-10-30,Delta,DEL,PEK,1144,1321,97,2147,2336,109,0,
2024-11-09,American Airlines,DOH,LHR,1752,1810,18,0015,0054,39,0,
